Date,Close,High,Low,Open,Volume
2010-02-17,4914.0,4929.7001953125,4857.60009765625,4858.64990234375,0
2010-02-18,4887.75,4922.0498046875,4873.7001953125,4915.10009765625,0
2010-02-19,4844.89990234375,4887.2998046875,4805.5498046875,4887.2998046875,0
2010-02-22,4856.39990234375,4912.0498046875,4845.89990234375,4849.35009765625,0
2010-02-23,4870.0498046875,4884.10009765625,4833.14990234375,4856.60009765625,0
2010-02-24,4858.60009765625,4880.5498046875,4834.64990234375,4869.5498046875,0
2010-02-25,4859.75,4880.14990234375,4835.60009765625,4859.0,0
2010-02-26,4922.2998046875,4992.0,4858.4501953125,4858.5,0
2010-03-02,5017.0,5029.4501953125,4935.35009765625,4935.60009765625,0
2010-03-03,5088.10009765625,5093.25,5015.10009765625,5015.7998046875,0
2010-03-04,5080.25,5096.9501953125,5049.0,5096.9501953125,0
2010-03-05,5088.7001953125,5118.64990234375,5068.0498046875,5080.5498046875,0
2010-03-08,5124.0,5147.10009765625,5092.14990234375,5092.14990234375,0
2010-03-09,5101.5,5131.7998046875,5094.35009765625,5121.0498046875,0
2010-03-10,5116.25,5137.39990234375,5092.0498046875,5101.60009765625,0
2010-03-11,5133.39990234375,5152.60009765625,5102.10009765625,5116.35009765625,0
2010-03-12,5137.0,5158.10009765625,5122.10009765625,5131.7998046875,0
2010-03-15,5128.89990234375,5151.0498046875,5101.2001953125,5134.4501953125,0
2010-03-16,5198.10009765625,5209.25,5125.7001953125,5128.9501953125,0
2010-03-17,5231.89990234375,5260.5,5177.14990234375,5198.4501953125,0
2010-03-18,5245.89990234375,5255.64990234375,5214.39990234375,5232.5498046875,0
2010-03-19,5262.7998046875,5269.9501953125,5237.10009765625,5246.7998046875,0
2010-03-22,5205.2001953125,5260.9501953125,5187.0498046875,5260.9501953125,0
2010-03-23,5225.2998046875,5243.60009765625,5193.39990234375,5205.85009765625,0
2010-03-25,5260.39990234375,5267.2998046875,5202.9501953125,5225.2998046875,0
2010-03-26,5282.0,5293.75,5260.5498046875,5260.5498046875,0
2010-03-29,5302.85009765625,5329.5498046875,5242.14990234375,5283.89990234375,0
2010-03-30,5262.4501953125,5325.0,5251.35009765625,5302.9501953125,0
2010-03-31,5249.10009765625,5293.89990234375,5235.14990234375,5260.39990234375,0
2010-04-01,5290.5,5298.60009765625,5249.2001953125,5249.2001953125,0
2010-04-05,5368.39990234375,5377.5498046875,5291.39990234375,5291.39990234375,0
2010-04-06,5366.0,5388.64990234375,5351.7001953125,5369.64990234375,0
2010-04-07,5374.64990234375,5399.64990234375,5345.0498046875,5365.7001953125,0
2010-04-08,5304.4501953125,5383.64990234375,5290.25,5376.2998046875,0
2010-04-09,5361.75,5377.4501953125,5302.25,5302.39990234375,0
2010-04-12,5339.7001953125,5382.14990234375,5324.89990234375,5354.14990234375,0
2010-04-13,5322.9501953125,5356.5,5301.7001953125,5340.85009765625,0
2010-04-15,5273.60009765625,5373.14990234375,5265.2998046875,5323.2998046875,0
2010-04-16,5262.60009765625,5283.0498046875,5237.5498046875,5273.39990234375,0
2010-04-19,5203.64990234375,5279.0498046875,5160.89990234375,5279.0498046875,0
2010-04-20,5230.10009765625,5257.25,5208.2998046875,5208.2998046875,0
2010-04-21,5244.89990234375,5266.2998046875,5230.2998046875,5230.2998046875,0
2010-04-22,5269.35009765625,5331.7998046875,5221.10009765625,5248.60009765625,0
2010-04-23,5304.10009765625,5311.0498046875,5269.64990234375,5269.64990234375,0
2010-04-26,5322.4501953125,5342.35009765625,5299.35009765625,5299.35009765625,0
2010-04-27,5308.35009765625,5330.5498046875,5301.39990234375,5322.10009765625,0
2010-04-28,5215.4501953125,5308.25,5202.4501953125,5308.2001953125,0
2010-04-29,5254.14990234375,5264.75,5214.7998046875,5215.25,0
2010-04-30,5278.0,5294.7998046875,5254.2001953125,5254.2001953125,0
2010-05-03,5222.75,5278.7001953125,5210.0498046875,5278.39990234375,0
2010-05-04,5148.5,5250.14990234375,5134.85009765625,5223.89990234375,0
2010-05-05,5124.89990234375,5148.35009765625,5056.5,5148.35009765625,0
2010-05-06,5090.85009765625,5124.89990234375,5037.75,5124.39990234375,0
2010-05-07,5018.0498046875,5085.64990234375,4984.60009765625,5072.2998046875,0
2010-05-10,5193.60009765625,5203.2998046875,5026.60009765625,5026.60009765625,0
2010-05-11,5136.14990234375,5206.7001953125,5126.5,5189.75,0
2010-05-12,5156.64990234375,5172.85009765625,5098.7998046875,5133.75,0
2010-05-13,5178.89990234375,5212.7001953125,5147.9501953125,5157.5498046875,0
2010-05-14,5093.5,5192.75,5070.9501953125,5180.5498046875,0
2010-05-17,5059.89990234375,5094.5498046875,4966.25,5093.89990234375,0
2010-05-18,5066.2001953125,5105.2001953125,5024.25,5059.5498046875,0
2010-05-19,4919.64990234375,5065.10009765625,4908.14990234375,5065.10009765625,0
2010-05-20,4947.60009765625,4980.25,4924.2998046875,4924.2998046875,0
2010-05-21,4931.14990234375,4946.7001953125,4842.2998046875,4946.7001953125,0
2010-05-24,4943.9501953125,5029.5498046875,4923.4501953125,4944.2998046875,0
2010-05-25,4806.75,4946.60009765625,4786.4501953125,4945.2998046875,0
2010-05-26,4917.39990234375,4925.4501953125,4807.2998046875,4807.2998046875,0
2010-05-27,5003.10009765625,5016.60009765625,4897.60009765625,4915.14990234375,0
2010-05-28,5066.5498046875,5077.25,5005.60009765625,5005.60009765625,0
2010-05-31,5086.2998046875,5097.60009765625,5038.5498046875,5076.10009765625,0
2010-06-01,4970.2001953125,5086.9501953125,4961.0498046875,5086.25,0
2010-06-02,5019.85009765625,5031.2001953125,4967.0498046875,4970.75,0
2010-06-03,5110.5,5125.7001953125,5020.14990234375,5020.14990234375,0
2010-06-04,5135.5,5147.89990234375,5091.60009765625,5112.60009765625,0
2010-06-07,5034.0,5132.9501953125,5004.25,5132.9501953125,0
2010-06-08,4987.10009765625,5071.35009765625,4967.2998046875,5036.7001953125,0
2010-06-09,5000.2998046875,5050.60009765625,4980.10009765625,4985.0498046875,0
2010-06-10,5078.60009765625,5085.2001953125,4997.60009765625,4999.60009765625,0
2010-06-11,5119.35009765625,5139.0498046875,5078.75,5078.75,0
2010-06-14,5197.7001953125,5201.25,5120.14990234375,5120.14990234375,0
2010-06-15,5222.35009765625,5231.4501953125,5171.0498046875,5201.2998046875,0
2010-06-16,5233.35009765625,5255.64990234375,5214.89990234375,5225.0498046875,0
2010-06-17,5274.85009765625,5285.5498046875,5206.5498046875,5233.64990234375,0
2010-06-18,5262.60009765625,5302.2998046875,5245.5,5274.9501953125,0
2010-06-21,5353.2998046875,5366.75,5266.5,5266.5,0
2010-06-22,5316.5498046875,5354.35009765625,5311.0498046875,5353.9501953125,0
2010-06-23,5323.14990234375,5333.2998046875,5288.14990234375,5316.14990234375,0
2010-06-24,5320.60009765625,5348.2998046875,5284.5498046875,5323.25,0
2010-06-25,5269.0498046875,5320.5,5259.89990234375,5320.5,0
2010-06-28,5333.5,5339.4501953125,5270.75,5271.10009765625,0
2010-06-29,5256.14990234375,5334.14990234375,5235.7998046875,5333.5498046875,0
2010-06-30,5312.5,5320.35009765625,5210.0,5254.25,0
2010-07-01,5251.39990234375,5312.5498046875,5232.10009765625,5312.0498046875,0
2010-07-02,5237.10009765625,5277.25,5225.60009765625,5251.25,0
2010-07-05,5235.89990234375,5252.75,5225.85009765625,5237.0,0
2010-07-06,5289.0498046875,5297.4501953125,5231.5,5236.10009765625,0
2010-07-07,5241.10009765625,5296.75,5233.4501953125,5293.10009765625,0
2010-07-08,5296.85009765625,5320.5,5242.0,5242.0,0
2010-07-09,5352.4501953125,5359.0498046875,5297.2001953125,5297.2001953125,0
2010-07-12,5383.0,5402.7001953125,5351.60009765625,5352.25,0
2010-07-13,5400.64990234375,5406.2001953125,5357.85009765625,5370.2001953125,0
2010-07-14,5386.14990234375,5453.4501953125,5371.7001953125,5402.0,0
2010-07-15,5378.75,5399.2001953125,5360.60009765625,5387.10009765625,0
2010-07-16,5393.89990234375,5401.35009765625,5374.39990234375,5376.64990234375,0
2010-07-19,5386.4501953125,5409.10009765625,5361.5,5392.7001953125,0
2010-07-20,5368.0,5416.4501953125,5353.60009765625,5387.0,0
2010-07-21,5399.35009765625,5409.10009765625,5368.85009765625,5368.85009765625,0
2010-07-22,5441.9501953125,5447.14990234375,5372.2001953125,5399.14990234375,0
2010-07-23,5449.10009765625,5477.5,5435.14990234375,5441.89990234375,0
2010-07-26,5418.60009765625,5466.25,5409.2001953125,5446.5498046875,0
2010-07-27,5430.60009765625,5450.9501953125,5407.2001953125,5420.2001953125,0
2010-07-28,5397.5498046875,5447.85009765625,5386.25,5436.10009765625,0
2010-07-29,5408.89990234375,5415.85009765625,5381.5498046875,5397.85009765625,0
2010-07-30,5367.60009765625,5413.25,5349.2001953125,5408.39990234375,0
2010-08-02,5431.64990234375,5438.85009765625,5351.2998046875,5369.5498046875,0
2010-08-03,5439.5498046875,5459.2001953125,5426.39990234375,5432.5,0
2010-08-04,5467.85009765625,5481.89990234375,5428.39990234375,5441.35009765625,0
2010-08-05,5447.10009765625,5487.14990234375,5443.10009765625,5470.14990234375,0
2010-08-06,5439.25,5471.89990234375,5431.35009765625,5448.25,0
2010-08-09,5486.14990234375,5492.2998046875,5433.25,5439.7998046875,0
2010-08-10,5460.7001953125,5491.4501953125,5445.35009765625,5486.7998046875,0
2010-08-11,5420.60009765625,5474.60009765625,5412.0,5460.7001953125,0
2010-08-12,5416.4501953125,5431.10009765625,5372.4501953125,5418.7001953125,0
2010-08-13,5452.10009765625,5476.5,5415.5,5420.64990234375,0
2010-08-16,5418.2998046875,5465.25,5397.39990234375,5452.10009765625,0
2010-08-17,5414.14990234375,5443.5498046875,5408.7998046875,5422.14990234375,0
2010-08-18,5479.14990234375,5487.9501953125,5416.25,5416.25,0
2010-08-19,5540.2001953125,5544.7001953125,5478.10009765625,5478.25,0
2010-08-20,5530.64990234375,5546.60009765625,5513.35009765625,5540.7998046875,0
2010-08-23,5543.5,5549.7998046875,5519.39990234375,5531.14990234375,0
2010-08-24,5505.10009765625,5547.25,5488.4501953125,5541.10009765625,0
2010-08-25,5462.35009765625,5506.14990234375,5452.5498046875,5505.2998046875,0
2010-08-26,5477.89990234375,5486.5498046875,5454.7001953125,5462.10009765625,0
2010-08-27,5408.7001953125,5495.2001953125,5391.9501953125,5489.60009765625,0
2010-08-30,5415.4501953125,5469.0,5390.35009765625,5408.89990234375,0
2010-08-31,5402.39990234375,5413.89990234375,5348.89990234375,5413.5498046875,0
2010-09-01,5471.85009765625,5478.60009765625,5403.0498046875,5403.0498046875,0
2010-09-02,5486.14990234375,5513.9501953125,5471.85009765625,5471.89990234375,0
2010-09-03,5479.39990234375,5510.39990234375,5473.64990234375,5486.2998046875,0
2010-09-06,5576.9501953125,5589.39990234375,5479.5498046875,5479.5498046875,0
2010-09-07,5604.0,5625.5,5571.64990234375,5575.89990234375,0
2010-09-08,5607.85009765625,5625.2998046875,5567.75,5604.25,0
2010-09-09,5640.0498046875,5647.4501953125,5608.10009765625,5608.2998046875,0
2010-09-13,5760.0,5770.60009765625,5639.2001953125,5639.2001953125,0
2010-09-14,5795.5498046875,5838.4501953125,5760.2998046875,5760.2998046875,0
2010-09-15,5860.9501953125,5869.4501953125,5792.2001953125,5795.25,0
2010-09-16,5828.7001953125,5901.64990234375,5815.7998046875,5861.10009765625,0
2010-09-17,5884.9501953125,5898.39990234375,5828.7001953125,5828.7001953125,0
2010-09-20,5980.4501953125,5989.5,5885.0498046875,5885.0498046875,0
2010-09-21,6009.0498046875,6032.7998046875,5961.85009765625,5980.5,0
2010-09-22,5991.0,6037.39990234375,5946.4501953125,6008.39990234375,0
2010-09-23,5959.5498046875,6006.7998046875,5932.39990234375,5991.0498046875,0
2010-09-24,6018.2998046875,6029.10009765625,5951.2001953125,5959.4501953125,0
2010-09-27,6035.64990234375,6073.5,6018.2998046875,6018.2998046875,0
2010-09-28,6029.5,6049.7998046875,5991.2998046875,6036.0498046875,0
2010-09-29,5991.2998046875,6071.5498046875,5979.64990234375,6029.14990234375,0
2010-09-30,6029.9501953125,6048.4501953125,5963.60009765625,5991.35009765625,0
2010-10-01,6143.39990234375,6153.10009765625,6030.2998046875,6030.2998046875,0
2010-10-04,6159.4501953125,6222.10009765625,6144.7001953125,6144.7001953125,0
2010-10-05,6145.7998046875,6188.35009765625,6118.0498046875,6159.4501953125,0
2010-10-06,6186.4501953125,6223.39990234375,6148.60009765625,6150.9501953125,0
2010-10-07,6120.2998046875,6199.4501953125,6107.5,6186.85009765625,0
2010-10-08,6103.4501953125,6148.60009765625,6067.0,6121.39990234375,0
2010-10-11,6135.85009765625,6187.75,6105.9501953125,6105.9501953125,0
2010-10-12,6090.89990234375,6144.9501953125,6057.9501953125,6135.9501953125,0
2010-10-13,6233.89990234375,6240.25,6089.75,6091.4501953125,0
2010-10-14,6177.35009765625,6284.10009765625,6157.89990234375,6234.2998046875,0
2010-10-15,6062.64990234375,6200.60009765625,6050.35009765625,6175.89990234375,0
2010-10-18,6075.9501953125,6115.10009765625,5985.10009765625,6112.75,0
2010-10-19,6027.2998046875,6127.0498046875,6008.14990234375,6114.4501953125,0
2010-10-20,5982.10009765625,6038.10009765625,5966.75,6002.9501953125,0
2010-10-21,6101.5,6113.5,5984.89990234375,6008.89990234375,0
2010-10-22,6066.0498046875,6121.10009765625,6041.35009765625,6113.39990234375,0
2010-10-25,6105.7998046875,6151.2998046875,6094.60009765625,6101.25,0
2010-10-26,6082.0,6120.25,6074.64990234375,6116.2998046875,0
2010-10-27,6012.64990234375,6075.9501953125,5987.5498046875,6075.4501953125,0
2010-10-28,5987.7001953125,6071.10009765625,5968.10009765625,6039.9501953125,0
2010-10-29,6017.7001953125,6032.64990234375,5937.10009765625,6021.14990234375,0
2010-11-01,6117.5498046875,6132.39990234375,6084.75,6092.2998046875,0
2010-11-02,6119.0,6138.10009765625,6094.39990234375,6127.5498046875,0
2010-11-03,6160.5,6182.5,6146.7998046875,6150.60009765625,0
2010-11-04,6281.7998046875,6290.14990234375,6199.35009765625,6209.60009765625,0
2010-11-08,6273.2001953125,6335.89990234375,6265.35009765625,6335.25,0
2010-11-09,6301.5498046875,6310.89990234375,6243.5498046875,6281.0,0
2010-11-10,6275.7001953125,6307.64990234375,6269.25,6303.2001953125,0
2010-11-11,6194.25,6296.5498046875,6179.5,6286.35009765625,0
2010-11-12,6071.64990234375,6202.5,6056.75,6182.2998046875,0
2010-11-15,6121.60009765625,6128.75,6039.39990234375,6079.89990234375,0
2010-11-16,5988.7001953125,6144.0498046875,5970.60009765625,6143.4501953125,0
2010-11-18,5998.7998046875,6076.2001953125,5906.75,6075.9501953125,0
2010-11-19,5890.2998046875,6013.25,5863.9501953125,6011.2998046875,0
2010-11-22,6010.0,6020.25,5905.14990234375,5920.89990234375,0
2010-11-23,5934.75,5973.35009765625,5824.9501953125,5971.5498046875,0
2010-11-24,5865.75,5976.64990234375,5833.60009765625,5946.7998046875,0
2010-11-25,5799.75,5907.10009765625,5780.35009765625,5883.9501953125,0
2010-11-26,5751.9501953125,5838.5,5690.35009765625,5828.5498046875,0
2010-11-29,5830.0,5843.14990234375,5754.7001953125,5789.9501953125,0
2010-11-30,5862.7001953125,5892.25,5768.35009765625,5811.60009765625,0
2010-12-01,5960.89990234375,5971.0,5865.5498046875,5871.0,0
2010-12-02,6011.7001953125,6029.5,5980.60009765625,6023.0498046875,0
2010-12-03,5992.7998046875,6025.39990234375,5964.25,6013.35009765625,0
2010-12-06,5992.25,6069.4501953125,5981.7001953125,6033.64990234375,0
2010-12-07,5976.5498046875,6001.0,5939.7001953125,5995.0498046875,0
2010-12-08,5903.7001953125,5960.0,5878.60009765625,5954.39990234375,0
2010-12-09,5766.5,5927.2998046875,5742.2998046875,5924.25,0
2010-12-10,5857.35009765625,5865.5,5721.14990234375,5761.0,0
2010-12-13,5907.64990234375,5913.7998046875,5795.89990234375,5882.64990234375,0
2010-12-14,5944.10009765625,5953.9501953125,5888.75,5928.7001953125,0
2010-12-15,5892.2998046875,5942.75,5865.7998046875,5931.14990234375,0
2010-12-16,5948.75,5956.14990234375,5855.0498046875,5910.5498046875,0
2010-12-20,5947.0498046875,5985.0,5900.25,5926.85009765625,0
2010-12-21,6000.64990234375,6007.4501953125,5960.0498046875,5960.39990234375,0
2010-12-22,5984.39990234375,6023.7998046875,5958.0,6019.0,0
2010-12-23,5980.0,6006.4501953125,5964.60009765625,6005.89990234375,0
2010-12-24,6011.60009765625,6017.35009765625,5940.25,5940.25,0
2010-12-27,5998.10009765625,6045.75,5991.10009765625,6013.2998046875,0
2010-12-28,5996.0,6010.89990234375,5982.25,6005.35009765625,0
2010-12-29,6060.35009765625,6067.5498046875,6002.85009765625,6005.14990234375,0
2010-12-30,6101.85009765625,6106.39990234375,6062.35009765625,6062.35009765625,0
2010-12-31,6134.5,6147.2998046875,6103.5498046875,6105.10009765625,0
2011-01-03,6157.60009765625,6178.5498046875,6147.2001953125,6177.4501953125,0
2011-01-04,6146.35009765625,6181.0498046875,6124.39990234375,6172.75,0
2011-01-05,6079.7998046875,6141.35009765625,6062.35009765625,6141.35009765625,0
2011-01-06,6048.25,6116.14990234375,6022.2998046875,6107.0,0
2011-01-07,5904.60009765625,6051.2001953125,5883.60009765625,6030.89990234375,0
2011-01-10,5762.85009765625,5907.25,5740.9501953125,5901.2998046875,0
2011-01-11,5754.10009765625,5842.60009765625,5698.2001953125,5767.9501953125,0
2011-01-12,5863.25,5874.2001953125,5711.2998046875,5800.0498046875,0
2011-01-13,5751.89990234375,5857.75,5736.7001953125,5850.75,0
2011-01-14,5654.5498046875,5833.64990234375,5639.64990234375,5752.10009765625,0
2011-01-17,5654.75,5696.14990234375,5624.14990234375,5648.7998046875,0
2011-01-18,5724.0498046875,5730.5,5671.25,5682.5498046875,0
2011-01-19,5691.0498046875,5747.64990234375,5662.5498046875,5737.35009765625,0
2011-01-20,5711.60009765625,5729.4501953125,5634.5,5656.0,0
2011-01-21,5696.5,5717.5498046875,5674.5,5692.0498046875,0
2011-01-24,5743.25,5756.0,5697.75,5717.10009765625,0
2011-01-25,5687.39990234375,5801.5498046875,5680.64990234375,5763.2998046875,0
2011-01-27,5604.2998046875,5726.10009765625,5594.9501953125,5725.2998046875,0
2011-01-28,5512.14990234375,5614.39990234375,5459.5498046875,5614.0,0
2011-01-31,5505.89990234375,5526.85009765625,5416.64990234375,5452.5498046875,0
2011-02-01,5417.2001953125,5539.14990234375,5402.0,5537.2998046875,0
2011-02-02,5432.0,5490.60009765625,5415.64990234375,5469.5498046875,0
2011-02-03,5526.75,5532.64990234375,5418.0,5430.4501953125,0
2011-02-04,5395.75,5556.2998046875,5369.0498046875,5519.89990234375,0
2011-02-07,5396.0,5440.35009765625,5376.9501953125,5430.14990234375,0
2011-02-08,5312.5498046875,5432.35009765625,5303.39990234375,5432.35009765625,0
2011-02-09,5253.5498046875,5339.4501953125,5225.64990234375,5293.0498046875,0
2011-02-10,5225.7998046875,5272.60009765625,5196.7998046875,5246.0498046875,0
2011-02-11,5310.0,5319.4501953125,5177.7001953125,5219.64990234375,0
2011-02-14,5456.0,5463.7998046875,5340.25,5340.25,0
2011-02-15,5481.0,5506.5,5408.35009765625,5467.75,0
2011-02-16,5481.7001953125,5504.7998046875,5460.35009765625,5467.60009765625,0
2011-02-17,5546.4501953125,5553.0,5463.39990234375,5501.7001953125,0
2011-02-18,5458.9501953125,5599.25,5441.9501953125,5557.5498046875,0
2011-02-21,5518.60009765625,5526.25,5413.10009765625,5456.60009765625,0
2011-02-22,5469.2001953125,5519.4501953125,5437.2998046875,5504.39990234375,0
2011-02-23,5437.35009765625,5495.2001953125,5427.5498046875,5452.4501953125,0
2011-02-24,5262.7001953125,5423.39990234375,5242.5,5408.75,0
2011-02-25,5303.5498046875,5338.2001953125,5232.75,5321.0498046875,0
2011-02-28,5333.25,5477.0,5308.60009765625,5330.14990234375,0
2011-03-01,5522.2998046875,5533.0498046875,5373.5498046875,5382.0,0
2011-03-03,5536.2001953125,5570.75,5468.25,5478.4501953125,0
2011-03-04,5538.75,5608.2001953125,5524.10009765625,5586.2001953125,0
2011-03-07,5463.14990234375,5491.25,5408.4501953125,5490.0498046875,0
2011-03-08,5520.7998046875,5530.5498046875,5464.75,5466.10009765625,0
2011-03-09,5531.0,5563.2998046875,5477.4501953125,5542.39990234375,0
2011-03-10,5494.39990234375,5516.2998046875,5468.4501953125,5516.10009765625,0
2011-03-11,5445.4501953125,5502.7001953125,5411.5498046875,5456.14990234375,0
2011-03-14,5531.5,5537.2998046875,5434.25,5436.5,0
2011-03-15,5449.64990234375,5497.85009765625,5373.64990234375,5420.0,0
2011-03-16,5511.14990234375,5535.10009765625,5475.9501953125,5475.9501953125,0
2011-03-17,5446.64990234375,5510.0498046875,5435.2998046875,5455.39990234375,0
2011-03-18,5373.7001953125,5483.0498046875,5366.39990234375,5475.35009765625,0
2011-03-21,5364.75,5413.2998046875,5348.2001953125,5408.75,0
2011-03-22,5413.85009765625,5428.14990234375,5376.14990234375,5390.85009765625,0
2011-03-23,5480.25,5484.9501953125,5401.9501953125,5411.39990234375,0
2011-03-24,5522.39990234375,5529.0,5496.10009765625,5501.7998046875,0
2011-03-25,5654.25,5667.10009765625,5560.9501953125,5588.64990234375,0
2011-03-28,5687.25,5709.10009765625,5643.2001953125,5645.25,0
2011-03-29,5736.35009765625,5770.35009765625,5680.7001953125,5686.5,0
2011-03-30,5787.64990234375,5803.14990234375,5753.89990234375,5755.7998046875,0
2011-03-31,5833.75,5872.0,5778.64990234375,5803.0498046875,0
2011-04-01,5826.0498046875,5860.2001953125,5810.39990234375,5835.0,0
2011-04-04,5908.4501953125,5918.7001953125,5833.2001953125,5842.0,0
2011-04-05,5910.0498046875,5928.64990234375,5855.85009765625,5923.85009765625,0
2011-04-06,5891.75,5944.4501953125,5868.7998046875,5908.0,0
2011-04-07,5885.7001953125,5906.10009765625,5866.25,5888.5498046875,0
2011-04-08,5842.0,5926.9501953125,5822.0,5886.75,0
2011-04-11,5785.7001953125,5830.2998046875,5777.89990234375,5805.35009765625,0
2011-04-13,5911.5,5923.60009765625,5735.5498046875,5747.9501953125,0
2011-04-15,5824.5498046875,5907.35009765625,5806.4501953125,5898.75,0
2011-04-18,5729.10009765625,5897.89990234375,5722.25,5824.35009765625,0
2011-04-19,5740.75,5762.9501953125,5693.25,5716.0,0
2011-04-20,5851.64990234375,5857.35009765625,5759.64990234375,5786.0498046875,0
2011-04-21,5884.7001953125,5912.89990234375,5864.35009765625,5882.85009765625,0
2011-04-25,5874.5,5906.60009765625,5857.0,5859.60009765625,0
2011-04-26,5868.39990234375,5893.2001953125,5791.5498046875,5876.85009765625,0
2011-04-27,5833.89990234375,5892.35009765625,5819.9501953125,5884.2001953125,0
2011-04-28,5785.4501953125,5856.39990234375,5776.9501953125,5851.35009765625,0
2011-04-29,5749.5,5804.2998046875,5706.0498046875,5782.5,0
2011-05-02,5701.2998046875,5775.25,5687.7001953125,5766.89990234375,0
2011-05-03,5565.25,5710.7998046875,5554.85009765625,5689.7001953125,0
2011-05-04,5537.14990234375,5578.7998046875,5503.0,5567.7001953125,0
2011-05-05,5459.85009765625,5560.2998046875,5443.64990234375,5531.60009765625,0
2011-05-06,5551.4501953125,5564.39990234375,5472.4501953125,5477.64990234375,0
2011-05-09,5551.10009765625,5586.0498046875,5502.39990234375,5575.2001953125,0
2011-05-10,5541.25,5592.89990234375,5514.5498046875,5555.5498046875,0
2011-05-11,5565.0498046875,5574.7001953125,5525.0,5547.2001953125,0
2011-05-12,5486.14990234375,5572.5,5476.2998046875,5537.7998046875,0
2011-05-13,5544.75,5605.0,5472.14990234375,5492.35009765625,0
2011-05-16,5499.0,5541.7998046875,5487.64990234375,5541.7001953125,0
2011-05-17,5438.9501953125,5523.85009765625,5421.0498046875,5496.10009765625,0
2011-05-18,5420.60009765625,5460.5,5401.25,5448.2001953125,0
2011-05-19,5428.10009765625,5452.60009765625,5411.25,5448.14990234375,0
2011-05-20,5486.35009765625,5517.5498046875,5432.75,5450.64990234375,0
2011-05-23,5386.5498046875,5456.7001953125,5373.0,5456.7001953125,0
2011-05-24,5394.85009765625,5422.60009765625,5367.4501953125,5385.10009765625,0
2011-05-25,5348.9501953125,5389.10009765625,5328.7001953125,5389.10009765625,0
2011-05-26,5412.35009765625,5422.2001953125,5356.35009765625,5372.75,0
2011-05-27,5476.10009765625,5485.7998046875,5413.60009765625,5413.7001953125,0
2011-05-30,5473.10009765625,5509.2998046875,5458.60009765625,5493.75,0
2011-06-01,5592.0,5597.35009765625,5559.4501953125,5561.0498046875,0
2011-06-02,5550.35009765625,5568.2001953125,5521.9501953125,5529.89990234375,0
2011-06-03,5516.75,5604.9501953125,5507.2001953125,5565.7001953125,0
2011-06-06,5532.0498046875,5542.64990234375,5479.85009765625,5504.2998046875,0
2011-06-07,5556.14990234375,5570.10009765625,5507.7998046875,5509.14990234375,0
2011-06-08,5526.85009765625,5556.60009765625,5514.89990234375,5535.25,0
2011-06-09,5521.0498046875,5540.10009765625,5502.0498046875,5523.5498046875,0
2011-06-10,5485.7998046875,5521.4501953125,5457.4501953125,5518.0498046875,0
2011-06-13,5482.7998046875,5496.7001953125,5436.9501953125,5469.85009765625,0
2011-06-14,5500.5,5520.14990234375,5484.2001953125,5485.60009765625,0
